,en,vi
story.Prologue_Nightmare_Office.item_no_keyhole.text.fac0f1cc9962b9686fcece47e7d84a7eeb7b102d,There's no keyhole on the door.,Cánh cửa này không có lỗ khóa.
,,
story.Prologue_Nightmare_Office.misc_books_1.text.68651f7e26f4b36b4a74a7bc16e26fe9f0c45ccd,A pile of science books.,Núi sách khoa học.
,,
story.Prologue_Nightmare_Office.misc_books_2.text.70a8bb54f8a9ee437937fc3fd936eec507c463a8,A pile of science books. Many pages are bookmarked.,Núi sách khoa học. Nhiều trang được đặt dấu trang.
,,
story.Prologue_Nightmare_Office.misc_books_3.text.fb0933a174d59ab9995700d1e955f4073febb415,Books on out-of-body experiences.,Mấy cuốn sách bàn về trải nghiệm thoát xác.
,,
story.Prologue_Nightmare_Office.misc_books_4.text.a9aecc481647678a86062bd8f44587f72f9752e7,"A pile of books. The top one is called ""Depictions of psychological trauma in research patients.""","Núi sách. Cuốn trên cùng có nhan đề ""Miêu tả về sang chấn tâm lý của đối tượng thí nghiệm""."
,,
story.Prologue_Nightmare_Office.misc_books_5.text.c0fa2f096e620711ae6eb171533005934011ab65,A pile of anatomy textbooks.,Núi sách giáo khoa về giải phẫu học.
,,
story.Prologue_Nightmare_Office.misc_bookshelf.text.b939d6012185de6121f75afa63b70e2e94e68f75,The bookshelf towers over your small figure.,Giá sách cao chót vót hơn thân hình nhỏ bé của bạn.
,,
story.Prologue_Nightmare_Office.misc_bookshelf_2.text.d24911705bad90c5731ab2a406951e9b95803464,The bookshelf has always felt too large for comfort.,Giá sách này thì cảm thấy luôn quá lớn không thư thái nổi.
,,
story.Prologue_Nightmare_Office.misc_bookshelf_3.text.ee52daf3484d760e1379bac869f60eb53057007c,The bookshelf is filled with hard to read books.,Giá sách này thì chứa đầy sách mà đọc rất khó hiểu.
,,
story.Prologue_Nightmare_Office.misc_bookshelf_4.text.be1f2c5097ae047d23dc3e7caec8faae44fa8819,The bookshelf has books with titles you can't even pronounce.,Giá sách này có hàng sách với những nhan đề bạn còn chả biết đường phát âm.
,,
story.Prologue_Nightmare_Office.misc_couch.text.f5087f43fe7f0359a5436096be0f11538570f9bb,What the hell.,Cái quái gì đấy.
,,
story.Prologue_Nightmare_Office.misc_couch.text.b8df2825c3e6d2dfb2012aa8e1d32a5f299fe735,Was that…?,Đó là...?
,,
story.Prologue_Nightmare_Office.misc_couch.text.2d31720cfbddfa6c419d3ed4f46c4ed1081d4af2,No. It wasn't.,"Không, không phải."
,,
story.Prologue_Nightmare_Office.misc_couch.text.b1f178fff38e138d4df0b0033ea6eab05e7ba137,It's just an empty couch.,Chỉ là chiếc đi-văng không ai ngồi cả.
,,
story.Prologue_Nightmare_Office.misc_desk.text.6fd8cfa955392b1cb8274438be2ad5da937d41aa,A familiar desk.,Chiếc bàn nhớ là từng thấy.
,,
story.Prologue_Nightmare_Office.misc_desk_center.text.8a1aaeae30a63c18138e64fa162c6d20461c8d2d,______val of souls from_____avel below the_____ot follow instructions____velope______.,_____áo gỡ linh hồi khỏi_____u hành ở bên dướ_____ông tuân theo quy trình_____hong bì_____
(actually content),removal of souls from... travel below the... not follow instructions... envelope...,
story.Prologue_Nightmare_Office.misc_desk_center.text.c9c78472123392606b0f9a80e82b486649d5fa6f,It's too hazy to read.,Bị mờ quá không đọc được.
,,
story.Prologue_Nightmare_Office.misc_desk_left.text.8ecd384000720962b3181e730a3b2e9960d488d6,A story book and a photo of someone.,Tập truyện cổ tích với ảnh chụp ai đó.
,,
story.Prologue_Nightmare_Office.misc_desk_right.text.6ef7b25ba72f75809fbe99f44884750fb7769f68,Some books on physiological changes in humans in specific environments.,Vài cuốn sách bàn về thay đổi sinh lý học của con người trong môi trường đặc định.
story.Prologue_Nightmare_Office.misc_desk_right.text.0e6326d15e09d255ba43e747b7c76d9aaadf1988,There's also a notebook filled with rough scribbles and notes.,Có cả vở phủ đầy nét viết nguệch ngoạc cùng với ghi chú sơ sài.
,,
story.Prologue_Nightmare_Office.misc_painting.text.0dc6d2e8001a0ceb060c37ef003b1e9e55e24a64,A painting of a vague memory.,Bức vẽ về một ký ức mập mờ.
,,
story.Prologue_Nightmare_Office.misc_painting_2.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,…
,,
story.Prologue_Nightmare_Office.misc_trashcan.text.676dd213da2413e2dfe68dfcc96a71c498acd958,A trashcan filled with blank pieces of paper.,Thùng rác đầy ắp những tờ giấy trắng không.
,,
story.Prologue_Nightmare_Office.misc_windows.text.82ba6b6db8766abe5f278ec33f1f6d3cf2719ca3,…!,…!
story.Prologue_Nightmare_Office.misc_windows.text.b083f48f829d28c8ccc3466d27272164d6f2cd0e,Just what is this place…,Rốt cuộc nơi này là sao...
,,
story.Prologue_Nightmare_Office.move_next.text.3334ce603fa627142ed1764605d840c3e618a6de,"Not interested, huh?",Không thấy hứng thú hử?
,,
story.Prologue_Nightmare_Office.move_next.text.556d230c6975b8a9f57781aa3198815967932203,So? What do you think? I can see everything that's in your head.,Thế? Cảm tưởng mày sao? Bên trong đầu mày tao nhìn thấu được hết đấy.
story.Prologue_Nightmare_Office.move_next.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,…
,,
story.Prologue_Nightmare_Office.move_next.text.bedc5b5623fc1c071476f4b3df5089edbff438b3,You really should make an effort to be more lively.,Thật sự là mày nên cố gắng cư xử cho nó hoạt bát lên đi .
story.Prologue_Nightmare_Office.move_next.text.9ad8606a3741086bc94c820bd2b2a175558c1ceb,"You only have until I decide I'm done playing around with you, you know?",Mày chỉ còn thời gian cho đến khi tao quyết định nghỉ chơi với mày đó biết chửa?
story.Prologue_Nightmare_Office.move_next.text.168555a88e86d69ade0d63299bc12ad7e5d02b44,And then…,Và rồi…
story.Prologue_Nightmare_Office.move_next.text.f76527cb1d49674915de80c3419198a11bd51dbe,…snap.,…tạch.
,,
story.Prologue_Nightmare_Office.move_return.text.47120aeb748b72d1746fb98044b5377ba6a5586c,The door you came through won't open anymore.,Cánh cửa bạn bước qua giờ không mở được nữa.
